,Tweet,Time,nb_favorites
381,fsd beta 10 69 start roll tesla owner last night build big step forward 10 69 1 probabl,2022-08-21 14:34:21+00:00,23847
382,rt shot dragon s departur,2022-08-20 04:56:56+00:00,0
383,nice letter bill nix prof stanford put grad studi perman deferm,2022-08-19 20:07:52+00:00,149246
384,rt watch falcon 9 launch 53 starlink satellit orbit,2022-08-19 19:23:18+00:00,0
385,rt separ confirm dragon perform three departur burn move away,2022-08-19 15:33:04+00:00,0
386,rt sky perfect jsat select starship launch superbird 9 communic satellit,2022-08-19 14:10:42+00:00,0
387,still grate,2022-08-19 06:04:54+00:00,555998
388,,2022-08-19 03:20:47+00:00,218410
389,magic moment,2022-08-17 09:22:09+00:00,92258
390,mom import career,2022-08-17 08:44:21+00:00,724140
391,high recommend,2022-08-17 08:08:12+00:00,23341
392,standup side hustl,2022-08-17 04:59:51+00:00,153484
393,clear support left half republican parti right half democrat parti,2022-08-16 23:56:43+00:00,361568
394,rt first model y deliveri australia new zealand,2022-08-16 18:39:18+00:00,0
395,congrat giga shanghai make millionth car total tesla made now 3m,2022-08-14 17:26:50+00:00,156795
396,read instruct,2022-08-14 02:08:54+00:00,239073
397,ad 13 inner engin,2022-08-13 04:03:26+00:00,92987
398,anoth orbit plane polar satellit,2022-08-13 03:22:07+00:00,30565
399,mar one day,2022-08-12 05:08:20+00:00,360811
400,seen sex tape,2022-08-12 04:14:03+00:00,665069
401,starship b7 static fire,2022-08-11 16:23:10+00:00,132775
402,fate ironi,2022-08-11 16:02:11+00:00,256678
403,deep thot,2022-08-11 05:40:45+00:00,252858
404,,2022-08-11 05:39:30+00:00,521692
405,8 year ago,2022-08-10 05:34:46+00:00,29087
406,wrote 6 year ago,2022-08-10 05:20:12+00:00,36234
407,,2022-08-10 03:02:16+00:00,193046
408,quit day,2022-08-10 02:59:22+00:00,32687
409,rt static fire test two raptor engin starship 24,2022-08-10 02:59:03+00:00,0
410,rt team starbas complet singl raptor engin static fire test super heavi booster 7 orbit launch pad,2022-08-10 02:59:00+00:00,0
411,,2022-08-07 18:37:37+00:00,107372
412,fsd beta 10 69 drop 8 20,2022-08-07 07:32:26+00:00,67551
413,saxon jame musk,2022-08-06 20:51:30+00:00,40972
414,less 5 twitter daili user fake spam,2022-08-06 16:18:59+00:00,66458
415,rt 2022 annual sharehold meet,2022-08-06 15:37:13+00:00,0
416,move rocket launch pad,2022-08-06 01:23:22+00:00,145953
417,hustl starship booster 7 back pad test outer ring 20 engin,2022-08-05 18:56:10+00:00,66257
418,full send podcast,2022-08-05 15:13:31+00:00,43846
419,thank good senat manchin,2022-08-05 06:34:11+00:00,90953
420,rt livestream 2022 annual tesla sharehold meet today 4 30pm ct,2022-08-04 19:23:21+00:00,0
421,ratio digit biolog comput grow fast worth track,2022-08-02 23:52:03+00:00,100589
422,came pretti good cnbc piec spacex amp starship,2022-08-02 22:00:38+00:00,30245
423,worth read close match philosophi,2022-08-02 05:15:23+00:00,46559
424,still time vote,2022-08-01 22:19:04+00:00,26940
425,,2022-08-01 21:37:42+00:00,202422
426,thanksgiv last year watch one mani episod vike,2022-08-01 06:05:29+00:00,405657
427,realiti actual alien soap opera rate,2022-07-31 22:32:36+00:00,149533
428,mayb free peopl jail weed,2022-07-31 14:22:14+00:00,382745
429,race set harley quinn,2022-07-31 02:27:16+00:00,30158
430,peopl nonsens person littl nonsens,2022-07-30 14:20:06+00:00,168977
431,tesla twitter gt twizzler,2022-07-30 14:01:33+00:00,267165
432,interact twitter account seem much lower recent week amp day accur,2022-07-30 13:51:37+00:00,134906
433,saxon,2022-07-30 07:10:13+00:00,46032
434,friend made 2 year ago,2022-07-30 02:13:42+00:00,72977
435,tri voic command open butthol tesla,2022-07-30 01:46:25+00:00,158375
436,,2022-07-30 01:43:41+00:00,340097
437,heatwav shortvill,2022-07-30 00:09:07+00:00,66475
438,sure starship reach escap veloc hubri certain,2022-07-29 14:46:31+00:00,96091
439,inflat trend,2022-07-29 00:29:37+00:00,160647
440,much harder make friend enemi skill latter improv,2022-07-28 03:50:24+00:00,270675
441,media click seek machin dress truth seek machin,2022-07-27 16:07:30+00:00,336248
442,new philosophi futur need believ curios univers expand human,2022-07-27 15:38:48+00:00,160750
443,amount attent gone supernova super suck unfortun even trivial articl,2022-07-25 22:37:15+00:00,381351
444,tesla come free karaok app,2022-07-25 20:40:56+00:00,211926
445,singl piec cast reduc weight great simplifi factori increas ride qualiti amp reduc road nois,2022-07-25 13:20:13+00:00,71545
446,video game enjoy past year two,2022-07-25 06:10:38+00:00,223108
447,movi idea boss babi meet das boot das babi hijink high sea,2022-07-25 04:04:27+00:00,74876
448,dark origin lem mass suicid myth,2022-07-24 22:48:10+00:00,40240
449,sjm,2022-07-24 04:17:38+00:00,36381
450,,2022-07-24 03:58:16+00:00,317804
451,gehalt und gestalt,2022-07-24 03:14:17+00:00,62455
452,excit work tesla servic enabl hour servic possibl appli formula 1 pit crew techniqu tesla,2022-07-23 12:12:22+00:00,106375
453,rt falcon 9 s first stage land cours still love droneship mark spacex s second launch land,2022-07-22 19:02:10+00:00,0
454,starlink now avail 36 countri,2022-07-22 19:01:32+00:00,70542
455,congrat spacex team record number launch,2022-07-22 19:00:14+00:00,45865
456,optimus prime,2022-07-22 13:35:52+00:00,266827
457,,2022-07-21 03:28:31+00:00,407609
458,rt nasa select falcon heavi launch roman space telescop design studi dark energi dark matter sea,2022-07-19 22:20:05+00:00,0
459,one best featur model x,2022-07-19 17:34:20+00:00,106281
460,congrat tesla fremont giga nevada make 2 millionth car,2022-07-19 15:55:22+00:00,110560
461,pleas vote share tesla,2022-07-19 07:00:38+00:00,33807
462,,2022-07-18 20:17:23+00:00,352911
463,rt falcon 9 complet 31 mission far year deliv 351 metric ton orbit carri astronaut amp research t,2022-07-18 17:20:41+00:00,0
464,tesla protect life earth spacex extend life beyond,2022-07-15 12:55:42+00:00,225911
465,mar fixer upper planet great potenti,2022-07-15 12:21:05+00:00,146467
466,,2022-07-15 04:03:02+00:00,627718
467,rt falcon 9 launch dragon,2022-07-15 03:54:30+00:00,0
468,dragon launch 2 min,2022-07-15 00:42:42+00:00,49819
469,rt tomorrow 8 44pm et s 25th cargo resuppli mission lift launch complex 39a weather offici cont,2022-07-14 08:05:01+00:00,0
470,rt dog mode air condit stay car lock keep pet safe amp comfort,2022-07-13 15:46:57+00:00,0
471,cinematographi,2022-07-13 15:15:37+00:00,492317
472,starship launch site tonight,2022-07-13 05:38:17+00:00,112781
473,excit potenti,2022-07-13 01:23:15+00:00,95415
474,oh ironi lol,2022-07-12 22:10:05+00:00,223696
475,tesla s automat cabin overheat protect make real differ record heatwav abil adjust,2022-07-12 01:23:04+00:00,78594
476,,2022-07-11 20:51:22+00:00,300425
477,improv qualiti sleep rais head bed 3 5cm eat 3 hour bedtim,2022-07-11 15:34:12+00:00,367598
478,polar launch enabl complet coverag earth approv local govern,2022-07-11 05:36:17+00:00,55036
479,,2022-07-11 04:08:56+00:00,360008
480,,2022-07-11 04:04:00+00:00,1129171
481,super fire futur product develop awesom tesla team honor work,2022-07-07 22:02:54+00:00,136160
482,starlink boat,2022-07-07 20:59:12+00:00,102229
483,rt addit withstand extrem cold heat hail sleet heavi rain gale forc wind starlink rug enough wit,2022-07-07 19:29:50+00:00,0
484,mayb tesla make high configur robovan peopl amp cargo,2022-07-07 14:26:00+00:00,119325
485,hope big famili congrat alreadi,2022-07-07 14:19:47+00:00,258934
486,popul mar still zero peopl,2022-07-07 14:17:45+00:00,302437
487,best help underpopul crisi collaps birth rate biggest danger civil face far,2022-07-07 14:04:41+00:00,264174
488,rt liftoff,2022-07-07 13:33:01+00:00,0
489,rt watch falcon 9 launch 53 starlink satellit orbit,2022-07-07 13:28:57+00:00,0
490,high recommend revolut mike duncan especi season 10,2022-07-06 21:09:27+00:00,36782
491,human reach mar lifetim,2022-07-06 10:58:50+00:00,578256
492,flatul earther,2022-07-06 09:33:59+00:00,100604
493,verit sock aficionado,2022-07-05 17:44:09+00:00,55467
494,confess penchant creativ sock,2022-07-05 17:36:03+00:00,93483
495,elvi elvish without h,2022-07-04 20:44:21+00:00,160993
496,happi juli 4th,2022-07-04 20:14:41+00:00,286042
497,,2022-07-04 20:10:57+00:00,308492
498,honor meet yesterday,2022-07-02 01:54:39+00:00,307090
499,venic site great remembr,2022-07-02 01:44:32+00:00,239901
500,feel perhap littl bore,2022-07-02 01:39:51+00:00,332611
501,wise word sjm,2022-07-02 01:37:50+00:00,164933
502,,2022-06-21 15:53:59+00:00,752454
503,ai get better day,2022-06-20 23:43:38+00:00,141802
504,favorit chees,2022-06-20 20:46:59+00:00,182288
505,keep support dogecoin,2022-06-19 06:19:16+00:00,385339
506,shadow crew,2022-06-19 06:10:43+00:00,88886
507,happi father s day,2022-06-19 05:45:31+00:00,431225
508,congrat spacex falcon team execut 3 flawless launch 2 day,2022-06-19 05:34:03+00:00,57260
509,chang starlink s default wifi name stinki,2022-06-18 16:52:02+00:00,148895
510,writer past present futur,2022-06-18 16:45:13+00:00,89144
511,feel déjà vu haha,2022-06-18 16:25:35+00:00,48028
512,congratul giga berlin team make 1000 car week,2022-06-18 03:16:40+00:00,103754
513,watch open scene idiocraci ask friend kid,2022-06-18 01:26:53+00:00,77608
514,tiktok destroy civil peopl think,2022-06-18 00:57:04+00:00,429286
515,,2022-06-17 21:15:31+00:00,559677
516,best land video date thank starlink,2022-06-17 17:09:38+00:00,132035
517,rt watch falcon 9 launch 53 starlink satellit low earth orbit,2022-06-17 16:17:20+00:00,0
518,rt liftoff,2022-06-17 16:17:14+00:00,0
519,dress sink halloween choic,2022-06-15 23:42:45+00:00,166703
520,origin top gun great movi rewatch look forward see sequel,2022-06-15 17:17:20+00:00,251386
521,starship sn24 high bay,2022-06-15 02:19:15+00:00,152865
522,cryptonight,2022-06-15 00:54:50+00:00,269171
523,,2022-06-14 19:27:43+00:00,506641
524,build moat build tech tree,2022-06-14 16:18:30+00:00,133798
525,rt one step closer first orbit flight test starship,2022-06-14 15:57:16+00:00,0
526,word beauti,2022-06-12 20:47:10+00:00,276175
527,true expert even read wiki citat,2022-06-12 20:26:25+00:00,124355
528,make austin weirder,2022-06-12 18:45:38+00:00,102377
529,humor one great joy life,2022-06-11 22:24:31+00:00,459166
530,rt citi view model y,2022-06-11 16:29:12+00:00,0
531,33 raptor rocket engin produc 230 metric ton forc,2022-06-11 04:26:22+00:00,184356
532,play video game wherev want,2022-06-10 06:21:52+00:00,65839
533,rt awesom see peopl use starlink rvs 30 000 order count,2022-06-10 06:19:51+00:00,0
534,real talk,2022-06-10 05:31:05+00:00,194071
535,rt falcon 9 launch nilesat 301 communic satellit geosynchron transfer orbit florida,2022-06-08 23:55:04+00:00,0
536,,2022-06-07 15:39:14+00:00,638297
537,youtub seem nonstop scam ad,2022-06-07 15:32:30+00:00,628155
538,resolut life 8k sjm,2022-06-06 17:05:47+00:00,145751
539,chess releas video game,2022-06-06 01:17:17+00:00,282581
540,acid test two compet socioeconom system side need build wall keep peopl e,2022-06-06 01:06:53+00:00,170476
541,realiz common environmentalist annoy wrong conserv,2022-06-06 00:25:51+00:00,79797
542,o wonder mani good creatur beauteous mankind o brave new world peopl t,2022-06-06 00:14:14+00:00,82518
543,rt hepa air filter model y s x remov gt 99 97 dust pollen mold bacteria airborn particl,2022-06-05 19:06:57+00:00,0
544,hate human love human much,2022-06-05 11:39:30+00:00,395840
545,make life multiplanetari expand scope amp scale conscious enabl backup biospher,2022-06-05 11:29:45+00:00,124930
546,deck spacex hand updat talk gave last week,2022-06-05 11:20:06+00:00,57018
547,work tesla north american servic goal 2 3 car receiv day servic wait,2022-06-04 20:05:13+00:00,82151
548,thing remark doj leak list one media care seem odd,2022-06-04 18:57:49+00:00,433975
549,four falcon heavi flight later year incred team spacex,2022-06-04 17:03:50+00:00,43314
550,getti watermark coup de grâce,2022-06-04 04:04:22+00:00,97326
551,diabol,2022-06-04 03:52:11+00:00,245304
552,,2022-06-04 02:07:33+00:00,171836
553,johnni rotten sex pistol,2022-06-04 01:39:07+00:00,207681
554,los angel fortun someon rick caruso run mayor awesom,2022-06-03 13:08:57+00:00,108368
555,tesla ai day push sept 30 optimus prototyp work,2022-06-03 00:52:57+00:00,125152
556,rt tesla navig now take predict crosswind headwind humid amp temperatur account calcul batteri,2022-06-01 17:24:17+00:00,0
557,rt two year ago yesterday spacex launch first human spaceflight,2022-06-01 17:23:57+00:00,0
558,tesla score 100 100 7th year row lgbtq equal,2022-06-01 15:58:28+00:00,63339
559,10 year spacex s first mission,2022-05-31 20:23:56+00:00,62850
560,,2022-05-31 14:44:38+00:00,1410187
561,liter,2022-05-31 02:50:47+00:00,462216
562,tesla plaid s cruis around austin volum 11 sublim,2022-05-30 19:10:36+00:00,91002
563,veridi quo,2022-05-30 19:09:41+00:00,67211
564,miss,2022-05-30 18:21:04+00:00,500728
565,,2022-05-30 17:10:36+00:00,298802
566,remembr fell preserv light freedom,2022-05-30 14:20:04+00:00,382695
567,,2022-05-30 07:23:15+00:00,227062
568,tomorrow first sunris rest life make want,2022-05-29 23:24:09+00:00,419293
569,think deep time astound think much time ahead,2022-05-29 22:24:33+00:00,115759
570,con te partirò,2022-05-29 20:38:24+00:00,86948
571,,2022-05-28 11:49:16+00:00,377119
572,rt first two countri africa starlink regulatori approv starlink now licens seven contin,2022-05-28 11:20:02+00:00,0
573,,2022-05-28 02:47:42+00:00,1185807
574,rt starship 24 roll pad starbas,2022-05-27 22:52:53+00:00,0
575,one starlink provid internet entir school hundr student,2022-05-27 20:54:04+00:00,222458
576,starlink approv nigeria amp mozambiqu,2022-05-27 17:09:03+00:00,99824
577,starlink approv philippin,2022-05-27 15:34:13+00:00,94771
578,tesla merch bought doge soon spacex merch,2022-05-27 15:27:21+00:00,197006
579,,2022-05-27 08:02:25+00:00,336140
580,,2022-05-27 07:59:28+00:00,163855
581,ya know pretti damn great talk peopl walk life mani countri twitter,2022-05-27 01:22:59+00:00,322412
582,trust less real question,2022-05-26 23:54:27+00:00,177575
583,use word billionair pejor moral wrong amp dumb,2022-05-26 23:02:04+00:00,150590
584,jack board,2022-05-26 17:00:06+00:00,185573
585,polit sad generat,2022-05-26 16:36:54+00:00,514319
586,land back cape canaver human scale,2022-05-26 01:10:35+00:00,214061
587,falcon 9 go superson,2022-05-26 01:09:28+00:00,215004
588,,2022-05-25 19:29:04+00:00,350989
589,rt falcon 9 s first stage land land zone 1 spacex s 22nd launch land 2022,2022-05-25 19:13:12+00:00,0
590,popul collaps biggest threat civil,2022-05-24 20:13:10+00:00,137261
591,rt astronom wast import paper written,2022-05-24 18:46:53+00:00,0
592,rt ideal travel camp locat internet access unreli complet unavail,2022-05-24 17:17:38+00:00,0
593,usa birth rate min sustain level 50 year,2022-05-24 13:51:07+00:00,324054
594,starlink now avail rvs camper amp larg vehicl user note antenna big car,2022-05-23 23:11:34+00:00,93037
595,netflix documentari return astronaut orbit space shuttl program end,2022-05-23 13:55:43+00:00,103085
596,elden ring experienc entireti beauti art seen,2022-05-23 03:21:02+00:00,334458
597,,2022-05-21 23:40:20+00:00,160036
598,rt conversei há pouco com que visita o brasil convit ministro entr outro assunto trata,2022-05-21 06:44:32+00:00,0
599,accur,2022-05-20 22:42:22+00:00,46620
600,tesla build hardcor litig depart direct initi amp execut lawsuit team rep,2022-05-20 20:28:56+00:00,211905
601,sus man,2022-05-20 19:28:26+00:00,246524
602,worth watch interview 16 date import,2022-05-20 17:52:40+00:00,51023
603,super excit brazil launch starlink 19 000 unconnect school rural area amp environment,2022-05-20 13:40:48+00:00,582029
604,final use elong scandal name kind perfect,2022-05-20 05:43:53+00:00,277633
605,attack view polit len standard despic playbook b,2022-05-20 03:28:32+00:00,707784
606,clear spend lt 5 actual time twitter acquisit rocket scienc yest,2022-05-19 22:36:49+00:00,247383
607,,2022-05-19 21:14:47+00:00,285416
608,rt daili remind brain twitter hijack algorithm design one thing maximis engag,2022-05-19 18:09:23+00:00,0
609,,2022-05-19 17:56:22+00:00,256166
610,,2022-05-19 17:46:32+00:00,351383
611,wise word,2022-05-19 17:40:45+00:00,75684
612,good night sweet maestro flight angel sing thee thi rest,2022-05-19 17:34:23+00:00,75362
613,parti moder issu rep dem ideal,2022-05-19 15:48:35+00:00,237361
614,,2022-05-19 07:12:07+00:00,115224
615,love wacktivist incred sens humor,2022-05-19 05:16:06+00:00,222712
616,yup,2022-05-19 04:39:11+00:00,77085
617,rt select supercharg station now open non tesla ev belgium uk austria spain sweden,2022-05-19 01:08:50+00:00,0
618,anoth batch starlink reach orbit,2022-05-19 01:07:03+00:00,106296
619,,2022-05-19 01:05:07+00:00,339339
620,past vote democrat most kind parti becom parti div,2022-05-18 18:44:21+00:00,817059
621,despit tesla environ compani,2022-05-18 16:23:46+00:00,235646
622,polit attack escal dramat come month,2022-05-18 16:22:38+00:00,629859
623,exxon rate top ten best world environ social amp govern esg s amp p 500 tesla make,2022-05-18 16:09:17+00:00,300205
624,bullsh t baffl brain,2022-05-18 07:15:54+00:00,221554
625,rt fresh interview courtesi,2022-05-18 06:51:51+00:00,0
626,tesla ai day aug 19 mani cool updat,2022-05-17 22:05:46+00:00,137216
627,twitter claim gt 95 daili activ user real uniqu human anyon experi,2022-05-17 16:21:33+00:00,104515
628,icon lacon platon,2022-05-15 02:30:38+00:00,148280
629,rt back back falcon 9 launch starlink within 24 hour complet spacex s 19th 20th launch year,2022-05-15 01:36:44+00:00,0
630,borderlin sexi,2022-05-15 00:45:18+00:00,193209
